location,estimate_type,year,grilse,adults,totals
Hatchery Spawners Subtotals,Spawner Escapement,2020,5260.0,111.0,4930.0
Hatchery Spawners Subtotals,Spawner Escapement,2021,5041.0,,122.0
Hatchery Spawners Subtotals,Spawner Escapement,2022,,1094.0,263.0
Hatchery Spawners Subtotals,Spawner Escapement,2020,1890.0,2153.0,291.0
Hatchery Spawners Subtotals,Spawner Escapement,2021,1274.0,1565.0,
Hatchery Spawners Subtotals,Spawner Escapement,2022,43.0,812.0,855.0
Hatchery Spawners Subtotals,Spawner Escapement,2020,655.0,1306.0,1961.0
Hatchery Spawners Subtotals,Spawner Escapement,2021,67.0,927.0,994.0
Hatchery Spawners Subtotals,Spawner Escapement,2022,,393.0,3775.0
Hatchery Spawners Subtotals,Spawner Escapement,2020,4168.0,927.0,5972.0
Hatchery Spawners Subtotals,Spawner Escapement,2021,6899.0,106.0,4403.0
Hatchery Spawners Subtotals,Spawner Escapement,2022,4509.0,,88.0
Hatchery Spawners Subtotals,Spawner Escapement,2020,2233.0,2321.0,423.0
Hatchery Spawners Subtotals,Spawner Escapement,2021,2253.0,2676.0,42.0
Hatchery Spawners Subtotals,Spawner Escapement,2022,1721.0,1763.0,
Hatchery Spawners Subtotals,Spawner Escapement,2020,,34.0,874.0
Hatchery Spawners Subtotals,Spawner Escapement,2021,908.0,179.0,1003.0
Hatchery Spawners Subtotals,Spawner Escapement,2022,1182.0,224.0,1286.0
Hatchery Spawners Subtotals,Spawner Escapement,2020,1510.0,,99.0
Hatchery Spawners Subtotals,Spawner Escapement,2021,124.0,223.0,25.0
Hatchery Spawners Subtotals,Spawner Escapement,2022,119.0,144.0,148.0
Hatchery Spawners Subtotals,Spawner Escapement,2020,228.0,376.0,
Hatchery Spawners Subtotals,Spawner Escapement,2021,929.0,11818.0,12747.0
Hatchery Spawners Subtotals,Spawner Escapement,2022,3332.0,16943.0,20275.0
Hatchery Spawners Subtotals,Spawner Escapement,2020,989.0,14769.0,15758.0
Hatchery Spawners Subtotals,Spawner Escapement,2021,,,3885.0
Hatchery Spawners Subtotals,Spawner Escapement,2022,14071.0,17956.0,3238.0
Hatchery Spawners Subtotals,Spawner Escapement,2020,12859.0,,3051.0
Hatchery Spawners Subtotals,Spawner Escapement,2021,7023.0,10074.0,
Hatchery Spawners Subtotals,Spawner Escapement,2022,,97.0,214.0
Hatchery Spawners Subtotals,Spawner Escapement,2020,311.0,33.0,130.0
Hatchery Spawners Subtotals,Spawner Escapement,2021,163.0,51.0,117.0
Hatchery Spawners Subtotals,Spawner Escapement,2022,168.0,,37.0
Hatchery Spawners Subtotals,Spawner Escapement,2020,82.0,119.0,32.0
Hatchery Spawners Subtotals,Spawner Escapement,2021,124.0,156.0,60.0
Hatchery Spawners Subtotals,Spawner Escapement,2022,141.0,201.0,
Hatchery Spawners Subtotals,Spawner Escapement,2020,4019.0,14367.0,18386.0
Hatchery Spawners Subtotals,Spawner Escapement,2021,3303.0,13113.0,16416.0
Hatchery Spawners Subtotals,Spawner Escapement,2022,3162.0,7281.0,10443.0
Hatchery Spawners Subtotals,Spawner Escapement,2020,,4948.0,26185.0
Hatchery Spawners Subtotals,Spawner Escapement,2021,31133.0,6635.0,30056.0
Hatchery Spawners Subtotals,Spawner Escapement,2022,36691.0,4151.0,22050.0
Hatchery Spawners Subtotals,Spawner Escapement,2020,26201.0,,8176.0
Hatchery Spawners Subtotals,Spawner Escapement,2021,34516.0,42692.0,7258.0
Hatchery Spawners Subtotals,Spawner Escapement,2022,42906.0,50164.0,5330.0
