fiscal_year,month,pond,mortality,type,age,starting_count
2025,Sep,P12,2,pond,1/other,3027
2025,Sep,P13,3,pond,1/other,3012
2025,Sep,P19,2,pond,0,957
2025,Sep,P20,5,pond,0,957
2025,Sep,B4,3,pond,0/wild/other,NA
2025,Sep,B3,15,pond,0/wild,NA
2025,Sep,B2,7,pond,0/wild/other,NA
2025,Sep,C5,18,pond,0/2/wild,908
2025,Sep,C4,31,pond,0,8926
2025,Sep,C1,318,pond,other,9510
2025,Sep,C2,342,pond,2/other,1345
2025,Sep,P18,1,pond,0,957
2025,Sep,P12,2,pond,1/other,3027
2025,Sep,P18,3,pond,0,957
2025,Sep,P19,1,pond,0,957
2025,Sep,P20,1,pond,0,957
2025,Sep,B4,19,pond,0/wild/other,NA
2025,Sep,B3,31,pond,0/wild,NA
2025,Sep,B2,29,pond,0/wild/other,NA
2025,Sep,C5,16,pond,0/2/wild,908
2025,Sep,C4,10,pond,0,8926
2025,Sep,C2,629,pond,2/other,1345
2025,Sep,C1,227,pond,other,9510
2025,Sep,P1,1,pond,3/other,86
2025,Sep,P12,2,pond,1/other,3027
2025,Sep,P13,1,pond,1/other,3012
2025,Sep,B4,2,pond,0/wild/other,NA
2025,Sep,B3,16,pond,0/wild,NA
2025,Sep,C6,3,pond,1/other,NA
2025,Sep,C5,8,pond,0/2/wild,908
2025,Sep,C2,1228,pond,2/other,1345
2025,Sep,C4,8,pond,0,8926
2025,Sep,C1,64,pond,other,9510
2025,Sep,P4,1,pond,1/4,91
2025,Sep,P12,2,pond,1/other,3027
2025,Sep,P13,1,pond,1/other,3012
2025,Sep,P15,1,pond,0,2446
2025,Sep,P19,1,pond,0,957
2025,Sep,B4,3,pond,0/wild/other,NA
2025,Sep,B3,8,pond,0/wild,NA
2025,Sep,B2,2,pond,0/wild/other,NA
2025,Sep,C6,1,pond,1/other,NA
2025,Sep,C5,4,pond,0/2/wild,908
2025,Sep,C2,1429,pond,2/other,1345
2025,Sep,C4,4,pond,0,8926
2025,Sep,C1,86,pond,other,9510
2025,Sep,P11,1,pond,2/other,3000
2025,Sep,P12,2,pond,1/other,3027
2025,Sep,B4,1,pond,0/wild/other,NA
2025,Sep,B3,8,pond,0/wild,NA
2025,Sep,C6,2,pond,1/other,NA
2025,Sep,C5,3,pond,0/2/wild,908
2025,Sep,C1,1144,pond,other,9510
2025,Sep,P12,2,pond,1/other,3027
2025,Sep,B4,10,pond,0/wild/other,NA
2025,Sep,B3,9,pond,0/wild,NA
2025,Sep,B2,15,pond,0/wild/other,NA
2025,Sep,C5,1,pond,0/2/wild,908
2025,Sep,C4,2,pond,0,8926
2025,Sep,B3,12,pond,0/wild,NA
2025,Sep,B2,1,pond,0/wild/other,NA
2025,Sep,B1,1,pond,wild/other,NA
2025,Sep,C5,5,pond,0/2/wild,908
2025,Sep,C4,6,pond,0,8926
2025,Sep,B4,7,pond,0/wild/other,NA
2025,Sep,B3,12,pond,0/wild,NA
2025,Sep,B2,4,pond,0/wild/other,NA
2025,Sep,C6,2,pond,1/other,NA
2025,Sep,C5,12,pond,0/2/wild,908
2025,Sep,C4,6,pond,0,8926
2025,Sep,P10,2,pond,2/other,3000
2025,Sep,P16,1,pond,0/2,878
2025,Sep,P20,2,pond,0,957
2025,Sep,B4,1,pond,0/wild/other,NA
2025,Sep,B3,9,pond,0/wild,NA
2025,Sep,B2,4,pond,0/wild/other,NA
2025,Sep,C6,1,pond,1/other,NA
2025,Sep,C5,2,pond,0/2/wild,908
2025,Sep,C4,2,pond,0,8926
2025,Sep,P10,1,pond,2/other,3000
2025,Sep,B4,13,pond,0/wild/other,NA
2025,Sep,B3,25,pond,0/wild,NA
2025,Sep,B2,1,pond,0/wild/other,NA
2025,Sep,C6,26,pond,1/other,NA
2025,Sep,C4,5,pond,0,8926
2025,Sep,P13,2,pond,1/other,3012
2025,Sep,B4,1,pond,0/wild/other,NA
2025,Sep,B3,11,pond,0/wild,NA
2025,Sep,B2,1,pond,0/wild/other,NA
2025,Sep,C6,12,pond,1/other,NA
2025,Sep,C5,10,pond,0/2/wild,908
2025,Sep,C4,2,pond,0,8926
2025,Sep,C5,11,pond,0/2/wild,908
2025,Sep,C6,6,pond,1/other,NA
2025,Sep,B3,5,pond,0/wild,NA
2025,Sep,B4,2,pond,0/wild/other,NA
2025,Sep,B3,21,pond,0/wild,NA
2025,Sep,C6,17,pond,1/other,NA
2025,Sep,C5,11,pond,0/2/wild,908
2025,Sep,C4,4,pond,0,8926
2025,Sep,P12,3,pond,1/other,3027
2025,Sep,B4,3,pond,0/wild/other,NA
2025,Sep,B3,5,pond,0/wild,NA
2025,Sep,C6,6,pond,1/other,NA
2025,Sep,C5,18,pond,0/2/wild,908
2025,Sep,C4,2,pond,0,8926
2025,Sep,B4,2,pond,0/wild/other,NA
2025,Sep,B3,30,pond,0/wild,NA
2025,Sep,B2,2,pond,0/wild/other,NA
2025,Sep,C6,37,pond,1/other,NA
2025,Sep,C5,9,pond,0/2/wild,908
2025,Sep,C4,1,pond,0,8926
2025,Sep,C2,5,pond,2/other,1345
2025,Sep,P12,2,pond,1/other,3027
2025,Sep,P13,1,pond,1/other,3012
2025,Sep,P15,1,pond,0,2446
2025,Sep,P18,1,pond,0,957
2025,Sep,B4,3,pond,0/wild/other,NA
2025,Sep,B3,11,pond,0/wild,NA
2025,Sep,B2,9,pond,0/wild/other,NA
2025,Sep,C6,14,pond,1/other,NA
2025,Sep,C5,27,pond,0/2/wild,908
2025,Sep,C2,13,pond,2/other,1345
2025,Sep,C4,2,pond,0,8926
2025,Sep,C5,4,pond,0/2/wild,908
2025,Sep,C6,10,pond,1/other,NA
2025,Sep,B2,4,pond,0/wild/other,NA
2025,Sep,B3,17,pond,0/wild,NA
2025,Sep,B4,1,pond,0/wild/other,NA
2025,Sep,P10,1,pond,2/other,3000
2025,Sep,B4,2,pond,0/wild/other,NA
2025,Sep,B3,16,pond,0/wild,NA
2025,Sep,C6,5,pond,1/other,NA
2025,Sep,C5,11,pond,0/2/wild,908
2025,Sep,B4,2,pond,0/wild/other,NA
2025,Sep,B3,24,pond,0/wild,NA
2025,Sep,B2,1,pond,0/wild/other,NA
2025,Sep,C6,19,pond,1/other,NA
2025,Sep,C5,21,pond,0/2/wild,908
2025,Sep,C2,15,pond,2/other,1345
2025,Sep,P13,14,pond,1/other,3012
2025,Sep,B4,7,pond,0/wild/other,NA
2025,Sep,B3,11,pond,0/wild,NA
2025,Sep,B2,1,pond,0/wild/other,NA
2025,Sep,C6,11,pond,1/other,NA
2025,Sep,C5,4,pond,0/2/wild,908
2025,Sep,C2,7,pond,2/other,1345
2025,Sep,C4,3,pond,0,8926
2025,Sep,P8,1,pond,1/4,32
2025,Sep,B4,2,pond,0/wild/other,NA
2025,Sep,B3,8,pond,0/wild,NA
2025,Sep,B2,2,pond,0/wild/other,NA
2025,Sep,C6,9,pond,1/other,NA
2025,Sep,C5,9,pond,0/2/wild,908
2025,Sep,C2,9,pond,2/other,1345
2025,Sep,P12,1,pond,1/other,3027
2025,Sep,B4,1,pond,0/wild/other,NA
2025,Sep,B3,9,pond,0/wild,NA
2025,Sep,B2,2,pond,0/wild/other,NA
2025,Sep,C6,12,pond,1/other,NA
2025,Sep,C5,12,pond,0/2/wild,908
2025,Sep,C2,10,pond,2/other,1345
2025,Sep,P13,1,pond,1/other,3012
2025,Sep,B4,1,pond,0/wild/other,NA
2025,Sep,B3,2,pond,0/wild,NA
2025,Sep,B2,2,pond,0/wild/other,NA
2025,Sep,C6,5,pond,1/other,NA
2025,Sep,C5,3,pond,0/2/wild,908
2025,Sep,C2,9,pond,2/other,1345
2025,Sep,C4,17,pond,0,8926
2025,Sep,P12,3,pond,1/other,3027
2025,Sep,P13,3,pond,1/other,3012
2025,Sep,P18,4,pond,0,957
2025,Sep,B4,16,pond,0/wild/other,NA
2025,Sep,B2,5,pond,0/wild/other,NA
2025,Sep,C6,10,pond,1/other,NA
2025,Sep,C5,5,pond,0/2/wild,908
2025,Sep,C2,27,pond,2/other,1345
2025,Sep,C4,8,pond,0,8926
2023,Mar,P1,2,harvest,4,232
2023,Mar,P5,1,harvest,3,470
2023,Mar,P6,21,harvest,2/4/other,NA
2023,Feb,P7,122,harvest,0/1/other,NA
2023,Feb,P8,61,harvest,1/4/other,NA
2023,Feb,P9,12,harvest,1,799
2023,Feb,P10,17,harvest,1,686
2023,Feb,P11,28,harvest,1,771
2023,Feb,P12,26,harvest,1,708
2023,Feb,P13,11,harvest,1,797
2023,Feb,P14,20,harvest,1,685
2023,Feb,P15,4,harvest,1,770
2023,Feb,P16,18,harvest,1,708
2023,Apr,P18,13,harvest,0/1/2,NA
2023,Feb,P19,45,harvest,0/1/2,NA
2023,Mar,P20,37,harvest,0/1/2,NA
2023,Mar,P21,27,harvest,0/2/other,900
2023,Apr,A3,19,harvest,1/2/other,NA
2023,Apr,A4,470,harvest,0/1,21053
2023,Oct,P17,33,harvest,1/2,NA
2023,Oct,P18,19,harvest,0/1/2,NA
2023,Oct,P19,9,harvest,0/1/2,NA
2023,Oct,P20,34,harvest,0/1/2,NA
2023,Oct,B1,12,harvest,2,NA
2023,Nov,B2,14,harvest,2,NA
2023,Nov,B3,15,harvest,2,NA
2023,Nov,B4,9,harvest,2,NA
2023,Nov,B5,2,harvest,2,NA
2023,Nov,B6,5,harvest,2,NA
2023,Nov,B7,2,harvest,2,NA
2023,Nov,B8,6,harvest,2,NA
2023,Dec,B9,5,harvest,2,NA
2023,Oct,B10,2,harvest,2,NA
2023,Oct,B11,5,harvest,2,NA
2023,Oct,B12,3,harvest,2,NA
2023,Oct,B13,13,harvest,2,NA
2023,Oct,B14,8,harvest,2,NA
2023,Oct,B15,2,harvest,2,NA
2023,Oct,B16,34,harvest,2,NA
2023,Oct,B17,3,harvest,2,NA
2023,Nov,B19,8,harvest,2,NA
2023,Nov,B20,3,harvest,2,NA
2023,Nov,B21,3,harvest,2,NA
2023,Nov,B22,7,harvest,2,NA
2023,Nov,B23,2,harvest,2,NA
2023,Nov,B24,21,harvest,2,NA
2023,Dec,A2,548,harvest,1,12500
2023,Oct,A3,4,harvest,1/2/other,NA
